State_Name District_Name Crop_Year Season Crop Area Production
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Oilseedstotal 400 372
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Potato 292 2266
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Turmeric 15 106
ArunachalPradesh KURUNGKUMEY 2007 Kharif Maize 500 750
ArunachalPradesh KURUNGKUMEY 2007 Kharif Rice 500 615
ArunachalPradesh KURUNGKUMEY 2007 Kharif Smallmillets 525 63
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Drychillies 8 2
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Dryginger 22 15
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Oilseedstotal 77 15
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Potato 25 15
ArunachalPradesh KURUNGKUMEY 2008 Kharif Maize 500 750
ArunachalPradesh KURUNGKUMEY 2008 Kharif Rice 500 615
ArunachalPradesh KURUNGKUMEY 2008 Kharif Smallmillets 525 63
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Dryginger 22 132
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Oilseedstotal 25 15
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Potato 25 15
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Turmeric 3 5
ArunachalPradesh KURUNGKUMEY 2009 Kharif Maize 500 750
ArunachalPradesh KURUNGKUMEY 2009 Kharif Rice 500 615.33
ArunachalPradesh KURUNGKUMEY 2009 Kharif Smallmillets 525 63
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Dryginger 22 132
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Oilseedstotal 500 923
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Potato 25 15
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Turmeric 3 5
ArunachalPradesh KURUNGKUMEY 2010 Kharif Maize 550 793
ArunachalPradesh KURUNGKUMEY 2010 Kharif Rice 400 527
ArunachalPradesh KURUNGKUMEY 2010 Kharif Smallmillets 540 729
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Drychillies 10 3
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Dryginger 20 139
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Oilseedstotal 70 145
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Potato 25 17
ArunachalPradesh KURUNGKUMEY 2011 Kharif Maize 568 839
ArunachalPradesh KURUNGKUMEY 2011 Kharif Rice 406 574
ArunachalPradesh KURUNGKUMEY 2011 Kharif Smallmillets 542 800
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Drychillies 11 4
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Dryginger 20 143
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Oilseedstotal 71 145
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Potato 26 19
ArunachalPradesh KURUNGKUMEY 2012 Kharif Maize 570 843
ArunachalPradesh KURUNGKUMEY 2012 Kharif Rice 410 590
ArunachalPradesh KURUNGKUMEY 2012 Kharif Smallmillets 546 785
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Drychillies 11 5
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Dryginger 21 145
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Oilseedstotal 71 144
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Potato 27 23
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Sugarcane 98 2897
ArunachalPradesh KURUNGKUMEY 2013 Kharif Maize 134 197
ArunachalPradesh KURUNGKUMEY 2013 Kharif Rice 53 74
ArunachalPradesh KURUNGKUMEY 2013 Kharif Smallmillets 220 250
ArunachalPradesh KURUNGKUMEY 2013 WholeYear Dryginger 5 34
ArunachalPradesh KURUNGKUMEY 2013 WholeYear Oilseedstotal 56 66
ArunachalPradesh KURUNGKUMEY 2013 WholeYear Potato 14 119
ArunachalPradesh KURUNGKUMEY 2014 Kharif Maize 134 197
ArunachalPradesh KURUNGKUMEY 2014 Kharif Rice 53 74
ArunachalPradesh KURUNGKUMEY 2014 Kharif Smallmillets 330 350
ArunachalPradesh KURUNGKUMEY 2014 WholeYear Dryginger 25 122
ArunachalPradesh KURUNGKUMEY 2014 WholeYear Oilseedstotal 100 117
ArunachalPradesh KURUNGKUMEY 2014 WholeYear Potato 20 191
ArunachalPradesh LOHIT 1997 Kharif Maize 7375 6099
ArunachalPradesh LOHIT 1997 Kharif Rice 15070 19600
ArunachalPradesh LOHIT 1997 Kharif Sesamum 95 70
ArunachalPradesh LOHIT 1997 Kharif Smallmillets 945 654
ArunachalPradesh LOHIT 1997 Kharif Soyabean 187 405
ArunachalPradesh LOHIT 1997 Kharif Sunflower 40 20
ArunachalPradesh LOHIT 1997 Rabi Groundnut 130 80
ArunachalPradesh LOHIT 1997 Rabi Rapeseed&Mustard 6700 6600
ArunachalPradesh LOHIT 1997 Rabi Sugarcane 15 105
ArunachalPradesh LOHIT 1997 Rabi Wheat 250 300
ArunachalPradesh LOHIT 1997 WholeYear Oilseedstotal 7287 7250
ArunachalPradesh LOHIT 1998 Kharif Maize 7784 7196
ArunachalPradesh LOHIT 1998 Kharif Rice 13015 18221
ArunachalPradesh LOHIT 1998 Kharif Sesamum 96 65
ArunachalPradesh LOHIT 1998 Kharif Smallmillets 762 571
ArunachalPradesh LOHIT 1998 Kharif Soyabean 240 450
ArunachalPradesh LOHIT 1998 Kharif Sunflower 35 20
ArunachalPradesh LOHIT 1998 Rabi Groundnut 60 45
ArunachalPradesh LOHIT 1998 Rabi Rapeseed&Mustard 6720 7380
ArunachalPradesh LOHIT 1998 Rabi Wheat 198 234
ArunachalPradesh LOHIT 1998 WholeYear Drychillies 60 163
ArunachalPradesh LOHIT 1998 WholeYear Dryginger 1086 9315
ArunachalPradesh LOHIT 1998 WholeYear Oilseedstotal 7365 8323
ArunachalPradesh LOHIT 1998 WholeYear Potato 607 5099
ArunachalPradesh LOHIT 1998 WholeYear Sugarcane 15 105
ArunachalPradesh LOHIT 1998 WholeYear Turmeric 76 157
ArunachalPradesh LOHIT 1999 Kharif Maize 8925 8925
ArunachalPradesh LOHIT 1999 Kharif Rice 14000 20900
ArunachalPradesh LOHIT 1999 Kharif Smallmillets 738 479
ArunachalPradesh LOHIT 1999 Rabi Wheat 265 318
ArunachalPradesh LOHIT 1999 WholeYear Drychillies 85 150
ArunachalPradesh LOHIT 1999 WholeYear Dryginger 1020 9880
ArunachalPradesh LOHIT 1999 WholeYear Oilseedstotal 7800 8400
ArunachalPradesh LOHIT 1999 WholeYear Potato 615 5500
ArunachalPradesh LOHIT 1999 WholeYear Pulsestotal 1300 1365
ArunachalPradesh LOHIT 1999 WholeYear Sugarcane 15 108
ArunachalPradesh LOHIT 1999 WholeYear Turmeric 80 200
ArunachalPradesh LOHIT 2000 Kharif Maize 8680 8732
ArunachalPradesh LOHIT 2000 Kharif Rice 13980 13630
ArunachalPradesh LOHIT 2000 Kharif Smallmillets 710 639
ArunachalPradesh LOHIT 2000 Rabi Wheat 302 541
ArunachalPradesh LOHIT 2000 WholeYear Drychillies 82 155
ArunachalPradesh LOHIT 2000 WholeYear Dryginger 1060 10388
ArunachalPradesh LOHIT 2000 WholeYear Oilseedstotal 7960 9234
ArunachalPradesh EASTSIANG 2008 WholeYear Sugarcane 195 6619
ArunachalPradesh EASTSIANG 2008 WholeYear Turmeric 193 386
ArunachalPradesh EASTSIANG 2009 Kharif Maize 3089 7908
ArunachalPradesh EASTSIANG 2009 Kharif Rice 14147 20775
ArunachalPradesh EASTSIANG 2009 Kharif Smallmillets 2220 2740
ArunachalPradesh EASTSIANG 2009 Rabi Wheat 74 108
ArunachalPradesh EASTSIANG 2009 WholeYear Drychillies 155 171
ArunachalPradesh EASTSIANG 2009 WholeYear Dryginger 826 8060
ArunachalPradesh EASTSIANG 2009 WholeYear Oilseedstotal 14147 31163
ArunachalPradesh EASTSIANG 2009 WholeYear Potato 707 5719
ArunachalPradesh EASTSIANG 2009 WholeYear Sugarcane 240 9420
ArunachalPradesh EASTSIANG 2009 WholeYear Turmeric 193 386
ArunachalPradesh EASTSIANG 2010 Kharif Maize 3243 8303
ArunachalPradesh EASTSIANG 2010 Kharif Rice 15137 24103
ArunachalPradesh EASTSIANG 2010 Kharif Smallmillets 2287 2822
ArunachalPradesh EASTSIANG 2010 Rabi Wheat 538 1067
ArunachalPradesh EASTSIANG 2010 WholeYear Drychillies 190 209
ArunachalPradesh EASTSIANG 2010 WholeYear Dryginger 867 8463
ArunachalPradesh EASTSIANG 2010 WholeYear Oilseedstotal 4730 4493
ArunachalPradesh EASTSIANG 2010 WholeYear Potato 742 6105
ArunachalPradesh EASTSIANG 2010 WholeYear Sugarcane 242 9514
ArunachalPradesh EASTSIANG 2010 WholeYear Turmeric 193 386
ArunachalPradesh EASTSIANG 2011 Kharif Maize 3346 8789
ArunachalPradesh EASTSIANG 2011 Kharif Rice 15378 26268
ArunachalPradesh EASTSIANG 2011 Kharif Smallmillets 2303 3098
ArunachalPradesh EASTSIANG 2011 Rabi Wheat 538 1181
ArunachalPradesh EASTSIANG 2011 WholeYear Drychillies 213 246
ArunachalPradesh EASTSIANG 2011 WholeYear Dryginger 893 8737
ArunachalPradesh EASTSIANG 2011 WholeYear Oilseedstotal 4826 5070
ArunachalPradesh EASTSIANG 2011 WholeYear Potato 787 6815
ArunachalPradesh EASTSIANG 2011 WholeYear Sugarcane 241 9680
ArunachalPradesh EASTSIANG 2011 WholeYear Turmeric 197 398
ArunachalPradesh EASTSIANG 2012 Kharif Maize 4050 8100
ArunachalPradesh EASTSIANG 2012 Kharif Rice 16770 27098
ArunachalPradesh EASTSIANG 2012 Kharif Smallmillets 2461 3116
ArunachalPradesh EASTSIANG 2012 Rabi Wheat 5 11
ArunachalPradesh EASTSIANG 2012 WholeYear Drychillies 214 236
ArunachalPradesh EASTSIANG 2012 WholeYear Dryginger 988 9049
ArunachalPradesh EASTSIANG 2012 WholeYear Oilseedstotal 5075 4784
ArunachalPradesh EASTSIANG 2012 WholeYear Potato 875 5675
ArunachalPradesh EASTSIANG 2012 WholeYear Sugarcane 95 950
ArunachalPradesh EASTSIANG 2012 WholeYear Turmeric 204 404
ArunachalPradesh EASTSIANG 2013 Kharif Maize 4188 8231
ArunachalPradesh EASTSIANG 2013 Kharif Rice 16770 27044
ArunachalPradesh EASTSIANG 2013 Kharif Smallmillets 2501 3172
ArunachalPradesh EASTSIANG 2013 Rabi Wheat 10 20
ArunachalPradesh EASTSIANG 2013 WholeYear Drychillies 225 254
ArunachalPradesh EASTSIANG 2013 WholeYear Dryginger 1012 9070
ArunachalPradesh EASTSIANG 2013 WholeYear Oilseedstotal 5089 4827
ArunachalPradesh EASTSIANG 2013 WholeYear Potato 930 5975
ArunachalPradesh EASTSIANG 2013 WholeYear Sugarcane 281 10257
ArunachalPradesh EASTSIANG 2013 WholeYear Turmeric 214 427
ArunachalPradesh EASTSIANG 2014 Kharif Maize 4252 8633
ArunachalPradesh EASTSIANG 2014 Kharif Rice 16120 27463
ArunachalPradesh EASTSIANG 2014 Kharif Smallmillets 2818 3374
ArunachalPradesh EASTSIANG 2014 Rabi Wheat 103 357
ArunachalPradesh EASTSIANG 2014 WholeYear Drychillies 236 216
ArunachalPradesh EASTSIANG 2014 WholeYear Dryginger 1108 9560
ArunachalPradesh EASTSIANG 2014 WholeYear Oilseedstotal 5240 4934
ArunachalPradesh EASTSIANG 2014 WholeYear Potato 944 6054
ArunachalPradesh EASTSIANG 2014 WholeYear Sugarcane 306 10774
ArunachalPradesh EASTSIANG 2014 WholeYear Turmeric 223 481
ArunachalPradesh KURUNGKUMEY 2002 Kharif Maize 1450 1840
ArunachalPradesh KURUNGKUMEY 2002 Kharif Rice 6300 7440
ArunachalPradesh KURUNGKUMEY 2002 Kharif Smallmillets 500 540
ArunachalPradesh KURUNGKUMEY 2002 Rabi Wheat 15 16
ArunachalPradesh KURUNGKUMEY 2002 WholeYear Drychillies 60 85
ArunachalPradesh KURUNGKUMEY 2002 WholeYear Dryginger 20 145
ArunachalPradesh KURUNGKUMEY 2002 WholeYear Oilseedstotal 380 320
ArunachalPradesh KURUNGKUMEY 2002 WholeYear Potato 215 1540
ArunachalPradesh KURUNGKUMEY 2002 WholeYear Sugarcane 25 330
ArunachalPradesh KURUNGKUMEY 2002 WholeYear Turmeric 12 85
ArunachalPradesh KURUNGKUMEY 2003 Kharif Maize 1350 1714
ArunachalPradesh KURUNGKUMEY 2003 Kharif Rice 7434 6375
ArunachalPradesh KURUNGKUMEY 2003 Kharif Smallmillets 620 676
ArunachalPradesh KURUNGKUMEY 2003 Rabi Wheat 15 16
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Drychillies 60 78
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Dryginger 20 142
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Oilseedstotal 350 301
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Potato 230 1635
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Pulsestotal 120 140
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Sugarcane 20 258
ArunachalPradesh KURUNGKUMEY 2003 WholeYear Turmeric 12 83
ArunachalPradesh KURUNGKUMEY 2004 Kharif Maize 1350 1714
ArunachalPradesh KURUNGKUMEY 2004 Kharif Rice 6300 7434
ArunachalPradesh KURUNGKUMEY 2004 Kharif Smallmillets 620 676
ArunachalPradesh KURUNGKUMEY 2004 Rabi Wheat 15 16
ArunachalPradesh KURUNGKUMEY 2004 WholeYear Drychillies 154 236
ArunachalPradesh KURUNGKUMEY 2004 WholeYear Dryginger 70 484
ArunachalPradesh KURUNGKUMEY 2004 WholeYear Oilseedstotal 1735 1804
ArunachalPradesh KURUNGKUMEY 2004 WholeYear Potato 279 2784
ArunachalPradesh KURUNGKUMEY 2004 WholeYear Sugarcane 82 1364
ArunachalPradesh KURUNGKUMEY 2005 Kharif Maize 1470 1870
ArunachalPradesh KURUNGKUMEY 2005 Kharif Rice 6375 7530
ArunachalPradesh KURUNGKUMEY 2005 Kharif Smallmillets 525 630
ArunachalPradesh KURUNGKUMEY 2005 WholeYear Drychillies 6 13
ArunachalPradesh KURUNGKUMEY 2005 WholeYear Dryginger 20 140
ArunachalPradesh KURUNGKUMEY 2005 WholeYear Oilseedstotal 75 150
ArunachalPradesh KURUNGKUMEY 2006 Kharif Maize 1600 2159
ArunachalPradesh KURUNGKUMEY 2006 Kharif Rice 6000 5095
ArunachalPradesh KURUNGKUMEY 2006 Kharif Smallmillets 640 783
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Drychillies 63 96
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Dryginger 100 80
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Oilseedstotal 400 372
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Potato 292 2266
ArunachalPradesh KURUNGKUMEY 2006 WholeYear Turmeric 15 106
ArunachalPradesh KURUNGKUMEY 2007 Kharif Maize 500 750
ArunachalPradesh KURUNGKUMEY 2007 Kharif Rice 500 615
ArunachalPradesh KURUNGKUMEY 2007 Kharif Smallmillets 525 63
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Drychillies 8 2
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Dryginger 22 15
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Oilseedstotal 77 15
ArunachalPradesh KURUNGKUMEY 2007 WholeYear Potato 25 15
ArunachalPradesh KURUNGKUMEY 2008 Kharif Maize 500 750
ArunachalPradesh KURUNGKUMEY 2008 Kharif Rice 500 615
ArunachalPradesh KURUNGKUMEY 2008 Kharif Smallmillets 525 63
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Dryginger 22 132
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Oilseedstotal 25 15
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Potato 25 15
ArunachalPradesh KURUNGKUMEY 2008 WholeYear Turmeric 3 5
ArunachalPradesh KURUNGKUMEY 2009 Kharif Maize 500 750
ArunachalPradesh KURUNGKUMEY 2009 Kharif Rice 500 615.33
ArunachalPradesh KURUNGKUMEY 2009 Kharif Smallmillets 525 63
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Dryginger 22 132
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Oilseedstotal 500 923
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Potato 25 15
ArunachalPradesh KURUNGKUMEY 2009 WholeYear Turmeric 3 5
ArunachalPradesh KURUNGKUMEY 2010 Kharif Maize 550 793
ArunachalPradesh KURUNGKUMEY 2010 Kharif Rice 400 527
ArunachalPradesh KURUNGKUMEY 2010 Kharif Smallmillets 540 729
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Drychillies 10 3
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Dryginger 20 139
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Oilseedstotal 70 145
ArunachalPradesh KURUNGKUMEY 2010 WholeYear Potato 25 17
ArunachalPradesh KURUNGKUMEY 2011 Kharif Maize 568 839
ArunachalPradesh KURUNGKUMEY 2011 Kharif Rice 406 574
ArunachalPradesh KURUNGKUMEY 2011 Kharif Smallmillets 542 800
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Drychillies 11 4
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Dryginger 20 143
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Oilseedstotal 71 145
ArunachalPradesh KURUNGKUMEY 2011 WholeYear Potato 26 19
ArunachalPradesh KURUNGKUMEY 2012 Kharif Maize 570 843
ArunachalPradesh KURUNGKUMEY 2012 Kharif Rice 410 590
ArunachalPradesh KURUNGKUMEY 2012 Kharif Smallmillets 546 785
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Drychillies 11 5
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Dryginger 21 145
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Oilseedstotal 71 144
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Potato 27 23
ArunachalPradesh KURUNGKUMEY 2012 WholeYear Sugarcane 98 2897
ArunachalPradesh KURUNGKUMEY 2013 Kharif Maize 134 197
ArunachalPradesh KURUNGKUMEY 2013 Kharif Rice 53 74
ArunachalPradesh KURUNGKUMEY 2013 Kharif Smallmillets 220 250
ArunachalPradesh KURUNGKUMEY 2013 WholeYear Dryginger 5 34
ArunachalPradesh KURUNGKUMEY 2013 WholeYear Oilseedstotal 56 66
ArunachalPradesh KURUNGKUMEY 2013 WholeYear Potato 14 119
ArunachalPradesh KURUNGKUMEY 2014 Kharif Maize 134 197
ArunachalPradesh KURUNGKUMEY 2014 Kharif Rice 53 74
ArunachalPradesh KURUNGKUMEY 2014 Kharif Smallmillets 330 350
ArunachalPradesh KURUNGKUMEY 2014 WholeYear Dryginger 25 122
ArunachalPradesh KURUNGKUMEY 2014 WholeYear Oilseedstotal 100 117
ArunachalPradesh KURUNGKUMEY 2014 WholeYear Potato 20 191
ArunachalPradesh LOHIT 1997 Kharif Maize 7375 6099
ArunachalPradesh LOHIT 1997 Kharif Rice 15070 19600
ArunachalPradesh LOHIT 1997 Kharif Sesamum 95 70
ArunachalPradesh LOHIT 1997 Kharif Smallmillets 945 654
ArunachalPradesh LOHIT 1997 Kharif Soyabean 187 405
ArunachalPradesh LOHIT 1997 Kharif Sunflower 40 20
ArunachalPradesh LOHIT 1997 Rabi Groundnut 130 80
ArunachalPradesh LOHIT 1997 Rabi Rapeseed&Mustard 6700 6600
ArunachalPradesh LOHIT 1997 Rabi Sugarcane 15 105
ArunachalPradesh LOHIT 1997 Rabi Wheat 250 300
ArunachalPradesh LOHIT 1997 WholeYear Oilseedstotal 7287 7250
ArunachalPradesh LOHIT 1998 Kharif Maize 7784 7196
ArunachalPradesh LOHIT 1998 Kharif Rice 13015 18221
ArunachalPradesh LOHIT 1998 Kharif Sesamum 96 65
ArunachalPradesh LOHIT 1998 Kharif Smallmillets 762 571
ArunachalPradesh LOHIT 1998 Kharif Soyabean 240 450
ArunachalPradesh LOHIT 1998 Kharif Sunflower 35 20
ArunachalPradesh LOHIT 1998 Rabi Groundnut 60 45
ArunachalPradesh LOHIT 1998 Rabi Rapeseed&Mustard 6720 7380
ArunachalPradesh LOHIT 1998 Rabi Wheat 198 234
ArunachalPradesh LOHIT 1998 WholeYear Drychillies 60 163
ArunachalPradesh LOHIT 1998 WholeYear Dryginger 1086 9315
ArunachalPradesh LOHIT 1998 WholeYear Oilseedstotal 7365 8323
ArunachalPradesh LOHIT 1998 WholeYear Potato 607 5099
ArunachalPradesh LOHIT 1998 WholeYear Sugarcane 15 105
ArunachalPradesh LOHIT 1998 WholeYear Turmeric 76 157
ArunachalPradesh LOHIT 1999 Kharif Maize 8925 8925
ArunachalPradesh LOHIT 1999 Kharif Rice 14000 20900
ArunachalPradesh LOHIT 1999 Kharif Smallmillets 738 479
ArunachalPradesh LOHIT 1999 Rabi Wheat 265 318
ArunachalPradesh LOHIT 1999 WholeYear Drychillies 85 150
ArunachalPradesh LOHIT 1999 WholeYear Dryginger 1020 9880
ArunachalPradesh LOHIT 1999 WholeYear Oilseedstotal 7800 8400
ArunachalPradesh LOHIT 1999 WholeYear Potato 615 5500
ArunachalPradesh LOHIT 1999 WholeYear Pulsestotal 1300 1365
ArunachalPradesh LOHIT 1999 WholeYear Sugarcane 15 108
ArunachalPradesh LOHIT 1999 WholeYear Turmeric 80 200
ArunachalPradesh LOHIT 2000 Kharif Maize 8680 8732
ArunachalPradesh LOHIT 2000 Kharif Rice 13980 13630
ArunachalPradesh LOHIT 2000 Kharif Smallmillets 710 639
ArunachalPradesh LOHIT 2000 Rabi Wheat 302 541
ArunachalPradesh LOHIT 2000 WholeYear Drychillies 82 155
ArunachalPradesh LOHIT 2000 WholeYear Dryginger 1060 10388
ArunachalPradesh LOHIT 2000 WholeYear Oilseedstotal 7960 9234
ArunachalPradesh LOHIT 2000 WholeYear Potato 650 6240
ArunachalPradesh LOHIT 2000 WholeYear Pulsestotal 1300 1547
ArunachalPradesh LOHIT 2000 WholeYear Sugarcane 16 110
ArunachalPradesh LOHIT 2000 WholeYear Turmeric 85 221
ArunachalPradesh LOHIT 2001 Kharif Maize 5800 8120
ArunachalPradesh LOHIT 2001 Kharif Rice 10900 14170
ArunachalPradesh LOHIT 2001 Kharif Smallmillets 1300 950
ArunachalPradesh LOHIT 2001 Rabi Wheat 170 250
ArunachalPradesh LOHIT 2001 WholeYear Drychillies 105 147
ArunachalPradesh LOHIT 2001 WholeYear Dryginger 716 7160
ArunachalPradesh LOHIT 2001 WholeYear Oilseedstotal 8560 10272
ArunachalPradesh LOHIT 2001 WholeYear Potato 620 5084
ArunachalPradesh LOHIT 2001 WholeYear Pulsestotal 400 444
ArunachalPradesh LOHIT 2001 WholeYear Sugarcane 16 160
ArunachalPradesh LOHIT 2001 WholeYear Turmeric 90 225
ArunachalPradesh LOHIT 2002 Kharif Maize 9041 10126
ArunachalPradesh LOHIT 2002 Kharif Rice 14158 12883
ArunachalPradesh LOHIT 2002 Kharif Smallmillets 728 692
ArunachalPradesh LOHIT 2002 Rabi Wheat 340 578
ArunachalPradesh LOHIT 2002 WholeYear Drychillies 125 175
ArunachalPradesh LOHIT 2002 WholeYear Dryginger 695 6950
ArunachalPradesh LOHIT 2002 WholeYear Oilseedstotal 9170 11004
ArunachalPradesh LOHIT 2002 WholeYear Potato 630 5166
ArunachalPradesh LOHIT 2002 WholeYear Pulsestotal 1550 1752
ArunachalPradesh LOHIT 2002 WholeYear Sugarcane 16 160
ArunachalPradesh LOHIT 2002 WholeYear Turmeric 89 223
ArunachalPradesh LOHIT 2003 Kharif Maize 9058 9964
ArunachalPradesh LOHIT 2003 Kharif Rice 14257 19390
ArunachalPradesh LOHIT 2003 Kharif Smallmillets 740 708
ArunachalPradesh LOHIT 2003 Rabi Wheat 340 578
ArunachalPradesh LOHIT 2003 WholeYear Drychillies 125 175
ArunachalPradesh LOHIT 2003 WholeYear Dryginger 896 8064
ArunachalPradesh LOHIT 2003 WholeYear Oilseedstotal 9150 10980
ArunachalPradesh LOHIT 2003 WholeYear Potato 580 4756
ArunachalPradesh LOHIT 2003 WholeYear Pulsestotal 1540 1694
ArunachalPradesh LOHIT 2003 WholeYear Sugarcane 15 150
ArunachalPradesh LOHIT 2003 WholeYear Turmeric 94 235
ArunachalPradesh LOHIT 2004 Kharif Maize 4657 5123
ArunachalPradesh LOHIT 2004 Kharif Rice 8227 9872
ArunachalPradesh LOHIT 2004 Kharif Smallmillets 80 76
ArunachalPradesh LOHIT 2004 Rabi Wheat 355 603
ArunachalPradesh LOHIT 2004 WholeYear Drychillies 20 30
ArunachalPradesh LOHIT 2004 WholeYear Dryginger 2230 15610
ArunachalPradesh LOHIT 2004 WholeYear Oilseedstotal 87 131
ArunachalPradesh LOHIT 2004 WholeYear Potato 125 1000
ArunachalPradesh LOHIT 2004 WholeYear Sugarcane 10 200
ArunachalPradesh LOHIT 2004 WholeYear Turmeric 60 420
ArunachalPradesh LOHIT 2005 Kharif Maize 7440 8481
ArunachalPradesh LOHIT 2005 Kharif Rice 8500 11759
ArunachalPradesh LOHIT 2005 Kharif Smallmillets 95 85
ArunachalPradesh LOHIT 2005 Rabi Wheat 392 666
ArunachalPradesh LOHIT 2005 WholeYear Drychillies 102 142
ArunachalPradesh LOHIT 2005 WholeYear Dryginger 555 4551
ArunachalPradesh LOHIT 2005 WholeYear Oilseedstotal 8500 8160
ArunachalPradesh LOHIT 2005 WholeYear Potato 795 6598
ArunachalPradesh LOHIT 2005 WholeYear Sugarcane 16 176
ArunachalPradesh LOHIT 2005 WholeYear Turmeric 42 165
ArunachalPradesh LOHIT 2006 Kharif Maize 8023 11221
ArunachalPradesh LOHIT 2006 Kharif Rice 10500 17010
ArunachalPradesh LOHIT 2006 Kharif Smallmillets 90 90
ArunachalPradesh LOHIT 2006 Rabi Wheat 420 772
ArunachalPradesh LOHIT 2006 WholeYear Drychillies 125 199
ArunachalPradesh LOHIT 2006 WholeYear Dryginger 895 7294
ArunachalPradesh LOHIT 2006 WholeYear Oilseedstotal 4900 4925
ArunachalPradesh LOHIT 2006 WholeYear Potato 625 5719
ArunachalPradesh LOHIT 2006 WholeYear Sugarcane 20 133
ArunachalPradesh LOHIT 2006 WholeYear Turmeric 110 330
ArunachalPradesh LOHIT 2007 Kharif Maize 8325 8855
ArunachalPradesh LOHIT 2007 Kharif Rice 10300 16833
ArunachalPradesh LOHIT 2007 Kharif Smallmillets 92 78
ArunachalPradesh LOHIT 2007 Rabi Wheat 415 664
ArunachalPradesh LOHIT 2007 WholeYear Drychillies 125 190
ArunachalPradesh LOHIT 2007 WholeYear Dryginger 890 7324
ArunachalPradesh LOHIT 2007 WholeYear Oilseedstotal 9423 8930
ArunachalPradesh LOHIT 2007 WholeYear Potato 620 5704
ArunachalPradesh LOHIT 2007 WholeYear Sugarcane 20 130
ArunachalPradesh LOHIT 2007 WholeYear Turmeric 110 387
ArunachalPradesh LOHIT 2008 Kharif Maize 8585 10044
ArunachalPradesh LOHIT 2008 Kharif Rice 10412 17952
ArunachalPradesh LOHIT 2008 Kharif Smallmillets 94 76
ArunachalPradesh LOHIT 2008 Rabi Wheat 423 698
ArunachalPradesh LOHIT 2008 WholeYear Drychillies 128 204
ArunachalPradesh LOHIT 2008 WholeYear Dryginger 928 7778
ArunachalPradesh LOHIT 2008 WholeYear Oilseedstotal 10411 10642
ArunachalPradesh LOHIT 2008 WholeYear Potato 682 6295
ArunachalPradesh LOHIT 2008 WholeYear Sugarcane 21 134
ArunachalPradesh LOHIT 2008 WholeYear Turmeric 116 394
